Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled Edina,Current Quantity Edina,New Quantity Edina,Stock Alert Enabled Edina,Stock Alert Count Edina,Price Edina,Enabled Excelsior,Current Quantity Excelsior,New Quantity Excelsior,Stock Alert Enabled Excelsior,Stock Alert Count Excelsior,Price Excelsior,Modifier Set - Avocado Toast,Modifier Set - Bagel,Modifier Set - Breakfast Sandwich,Modifier Set - Breakfast Sandwich (Everything Bagel),Modifier Set - Cold Foam,Modifier Set - Cortado,Modifier Set - Cortado Milk,Modifier Set - Drip coffee Milk,Modifier Set - Espresso shot,Modifier Set - Flavors,Modifier Set - Hot Or Iced,Modifier Set - Italian Soda,Modifier Set - Latte Milk,Modifier Set - Matcha,Modifier Set - Panini Side,Modifier Set - Sandwich,Modifier Set - Smoothie,Modifier Set - Smoothie Milk,Modifier Set - Smoothies add ons,Modifier Set - To-go or Here,Modifier Set - Warm,Tax - Liquor Tax (2.5%)
VGDRF436KQLHOZCG46ASTKXR,Mixed nuts,Regular,,,Paninis,Paninis,,,,,,Physical good,,,,,,,Y,5.5,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
66IEFSJUSWBR5BC6CC7ZOFPP,Noble Vines Pinot Grigio,Glass,,,Wine,Wine,,,,,,Prepared food and beverage,,,,,,,Y,10,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
2I5XWBQ3VDRNPINVD244G4LW,Noble Vines Pinot Grigio,Bottle,,,Wine,Wine,,,,,,Prepared food and beverage,,,,,,,,36,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
2MXM7LIY6EBBTR2KDBSO36TX,Old Fashioned Donut,Regular,,,Bakery,Bakery,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,3,,N,,N,,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
33AP6G6OQRPAQHLWITLPZHEM,Passion Fruit Black Iced Tea,Regular,,,"Signature Drinks, Non Coffee Drinks",Signature Drinks,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,5.5,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
ICDAPBHMETRC5TGSC42P26YM,Passion Pop,Regular,,Lemonade and passion fruit syrup,Non Coffee Drinks,Non Coffee Drinks,,,,,visible,Physical good,,,,N,N,N,Y,5.25,,N,,N,,N,,,Y,,,,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
FIHWHIYCL3TGSD64IRAFGH4Z,Peppermint Mocha,10oz Hot (Here),,,,,,,,,unavailable,Prepared food and beverage,,,,N,N,N,Y,6.75,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
MM2FMLUPI3U5FRZPOCXLAJ25,Peppermint Mocha,10oz Hot (To go),,,,,,,,,unavailable,Prepared food and beverage,,,,,,,,6.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
CF26C4XY5I5FGSCYO5RX6AMX,Peppermint Mocha,16oz Iced (Here),,,,,,,,,unavailable,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
44BLCRGA46PCBQ3TOMR6JNH3,Peppermint Mocha,16oz Iced (To Go),,,,,,,,,unavailable,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
2REIOBCPG5RPGFQXQVJFCJVE,Peppermint Mocha,16oz Hot (To Go),,,,,,,,,unavailable,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
KRKD4LB55PVNY3VC534RWCQ4,"Pinot Grigio, Noble Vines",Glass,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,N,N,10,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
5ZXE2EYAM2SXGXPEFKDEBVXR,"Pinot Grigio, Noble Vines",Bottle,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,,,36,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
QXEBCU76P4D2SMUYXT3QGXBU,"Pinot Noir, Duck Pond",Glass,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,N,N,N,N,16,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
KLZDPVSIFDOLWFMNVU776O2E,"Pinot Noir, Duck Pond",Bottle,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,,,48,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
Y2FHZ6IW5F6VXHR6P4BXK724,Pistachio Latte,10oz (Here),,,Signature Drinks,Signature Drinks,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,6.75,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
V735TJXE7CJRR5UNPUTP77XA,Pistachio Latte,10oz (To go),,,Signature Drinks,Signature Drinks,,,,,visible,Prepared food and beverage,,,,,,,,6.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
MPUX3Q3MXOFAEAXYDIZ35TXF,Pistachio Latte,16oz (To go),,,Signature Drinks,Signature Drinks,,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
HTGOOIXGR3I4XAEW745TUPAD,Pistachio Latte,16oz Iced (Here),,,Signature Drinks,Signature Drinks,,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
3FRGIE67ERIS65UG5XVGXL5K,Pistachio Latte,16oz Iced (To go),,,Signature Drinks,Signature Drinks,,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
E5RGAOHSONJEMEQAS2BMSZ3W,Pop Cake,Regular,,,Bakery,Bakery,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,3.25,,N,,N,,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
7O26YZNKARSIRN57VHNXZK5W,Prosecco,Prosecco Glass,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,,Y,12,,Y,,N,,N,,,N,,,,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
KHG7AWDKLES26UDGVBBFIIMX,Prosecco,Prosecco Bottle,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,,,44,,Y,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
6WCLSKVUJEEWJDVGZMNIGJEV,Prosecco (375ml),Regular,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,N,N,N,N,30,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
UFYF2SULV2S7DHD6FDOULIXH,Raspberry Rush,Regular,,Lemonade and Raspberries Syrup,Non Coffee Drinks,Non Coffee Drinks,,,,,visible,Physical good,,,,N,N,N,Y,5.25,,N,,N,,N,,,Y,,,,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
YUVZBRK3AYJUOX45HD6VPO3J,"Rosé, Gayda ""La Minuette""",Glass,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,N,N,11,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
6LQ65RJEK3DZT2PZ2SZ2KAL7,"Rosé, Gayda ""La Minuette""",Bottle,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,,,40,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
X3PX2Q5JJAZVIYLYX732VPKW,S'mores,10oz Hot (Here),,,,,,,,,unavailable,Prepared food and beverage,,,,N,N,N,Y,6.75,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y
HZHZ5YJBLR4CNLOZHYMFNTNK,S'mores,10oz Hot (To Go),,,,,,,,,unavailable,Prepared food and beverage,,,,,,,,6.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y
J34MZ3AHN5MO74J4PRKEFNE4,S'mores,16oz Iced (Here),,,,,,,,,unavailable,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y
NH2IXIUG4PZEBGKGVEBWPD3C,S'mores,16oz Iced (To Go),,,,,,,,,unavailable,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y
JPFIRVCZ5HGGIXDWF47ERHRT,S'mores,16oz Hot (To Go),,,,,,,,,unavailable,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y
TRSUB2HUY7WSYXONYOE7AR5S,Salted Caramel Latte,10oz (Here),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,N,N,N,Y,6.75,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
LYBEIMU3OHRU6AC2PQQ3YDLG,Salted Caramel Latte,10oz (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,6.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
3XMSZPT3G2YP736E7SO5EZNZ,Salted Caramel Latte,16oz Hot (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
BW7GV4QGHODRS4QPN473WXOT,Salted Caramel Latte,16oz Iced (Here),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
6F2WGPGJLHPSS7M2Y7O2UAFW,Salted Caramel Latte,16oz Iced (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
3G7VSYGU5Y5VUQFCQ2N32B5J,San Lorenzo - Beans,Regular,,,Retail,Retail,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,25,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
P2OWXNE4LBO77RWQHJZUEQ6J,"Sauvignon Blanc, Mussel Bay - New Zealand",Glass,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,N,N,10,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
Q2T7VC26LVCYGH2ELEXHFKYW,"Sauvignon Blanc, Mussel Bay - New Zealand",Bottle,,,Wine,Wine,,,,,unavailable,Prepared food and beverage,,,,,,,,36,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
EC7UHZFIIC2MCESLWJQJNK5T,Schell's Barrel Aged Cave Aged Lager,Regular,,,Beer,Beer,,,,,unavailable,Prepared food and beverage,,,,N,N,N,N,9,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
DVIN235YI24XKEJ3F7KECCUE,Scone w. Earl Grey Currants,Regular,,,Bakery,Bakery,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,4.5,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
CJ2AUZSKWZ4E2HS4XGWEPKJF,Small Honey Bears,Regular,,,Retail,Retail,,,,,visible,Physical good,,,,N,N,N,Y,3.5,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MMDMNRNXV5VNC2COTLVUWKYV,Soda water,Regular,,,Non Coffee Drinks,Non Coffee Drinks,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,2.5,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y
ZXOW5J75DOBGWQN5MN7LZZXA,Steamer (Milk & Syrup),8oz Steamer,,,Non Coffee Drinks,Non Coffee Drinks,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,4,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
3E5UEY5VSNBSUNL2MSMCIJWY,Steamer (Milk & Syrup),10oz Steamer,,,Non Coffee Drinks,Non Coffee Drinks,,,,,visible,Prepared food and beverage,,,,,,,,4.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
LYXPTJFMJTAHCCHXAJZHC7DO,Steamer (Milk & Syrup),16oz Steamer,,,Non Coffee Drinks,Non Coffee Drinks,,,,,visible,Prepared food and beverage,,,,,,,,5,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
EJPVOJDW3CO76YDT7QJF5G67,Steamer (Milk & Syrup),16oz Cold Milk,,,Non Coffee Drinks,Non Coffee Drinks,,,,,visible,Prepared food and beverage,,,,,,,,5,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
OJ5KF4IWCPVP4NNFOAL5FTJU,Storm Chaser,10oz,,Drip coffee with a shot of espresso,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,4.75,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N
3AN5KXXRCSBF3A6BULU2ALLW,Storm Chaser,16oz,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,5.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N
TF5EHMTCBDLFCEIF7SPPJS7R,Strawberry Cheesecake Latte (Strawberry & Vanilla),10oz (Here),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,N,N,N,Y,6.75,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
YCC2OY7TPPMK24ORGESHD45J,Strawberry Cheesecake Latte (Strawberry & Vanilla),10oz (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,6.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
GLFA7M4JTOL3QGHGC3M4DETZ,Strawberry Cheesecake Latte (Strawberry & Vanilla),16oz Hot (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
ILFNRTHITUUU6FVDYYYVGFDB,Strawberry Cheesecake Latte (Strawberry & Vanilla),16oz Iced (Here),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
ZY4RUNB33YHSXL67FMBAZAJ7,Strawberry Cheesecake Latte (Strawberry & Vanilla),16oz Iced (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
QY25HWAJZ4JALL7VK7YIMCHD,Strawberry Lemonade,Here,,,"Non Coffee Drinks, Seasonal (Spring/Summer)",Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,N,N,N,Y,6,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
D2DX4RI5LSDSEUJ4ZSIMP5BL,Strawberry Lemonade,To Go,,,"Non Coffee Drinks, Seasonal (Spring/Summer)",Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,6,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LVW2O32NFMM7OWYVIWG6VYII,Strawberry Rose Lemonade,Here,,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,N,N,N,Y,6,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
3KJYKDB3GIVXLYO4WZ7QTWTS,Strawberry Rose Lemonade,To Go,,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Prepared food and beverage,,,,,,,,6,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
OJCTVK3AFGFHIBUWZML2UYF7,Strawberry Rose Matcha,10oz (Here),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Physical good,,,,N,N,N,Y,6.75,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
ODVTH3XZQSQ3Z7OE36CHFHGN,Strawberry Rose Matcha,10oz (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Physical good,,,,,,,,6.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
D5GH6ZHP3UANMY73ICTTQCSV,Strawberry Rose Matcha,16oz Hot (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Physical good,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
43SCREVVEANAKRQQL3ZDQJMC,Strawberry Rose Matcha,16oz Iced (Here),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Physical good,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
PZZBUTWKTCQOTOIQ2TGIYQ7Q,Strawberry Rose Matcha,16oz Iced (To Go),,,Seasonal (Spring/Summer),Seasonal (Spring/Summer),,,,,visible,Physical good,,,,,,,,7.25,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
JHNKK42BWQCQP7KDCC2CEV6Z,SuperNova - Beans,Regular,,,Retail,Retail,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,22.5,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DD7EBGJNIX5MEB275UDE5QTL,Surly “One Man Mosh Pit” Hazy IPA,Regular,,,Beer,Beer,,,,,unavailable,Prepared food and beverage,,,,N,N,N,N,7,,N,,N,,N,,,Y,,,,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
IIZB5BDELRINOZBERHAED72A,Tea,10oz Jasmine Pearls,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,N,N,N,Y,3.75,,N,,N,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
RHMMK5MN5WYHRJGS7J62N5WG,Tea,10oz Passion Fruit Dream,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,3.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
DJGGSQLV55HUFAD6YEBCQJUK,Tea,10oz Moroccan Mint Meritage,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,3.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
XM3YSVVATSXBA5QEZSWE4MWF,Tea,10oz Wild Rose Honeybush Chamomile,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,3.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
2PIROCKNIN4NQIDHZ3DN2PNN,Tea,10oz Mallorca Melón,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,3.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
O6J24PDHACYGEYGYBKV4QDTZ,Tea,10oz Earl Grey,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,3.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
QTMKYKJZLQW33JRQF5NI2EQT,Tea,10oz Emperor's Aged Keemun,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,3.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
G6HHNBENHULJKPPQMANWMKTR,Tea,10oz English breakfast,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,3.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
HYOX2DCVHLBWQBQI65IYQS4Z,Tea,Vanilla London Fog 10oz,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,4.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
LFJ3HRN6DCZXIEJRZTUIFA7E,Tea,Lavender London Fog 10oz,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,3.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
UV6DZBAZZBDT26DYGR42C7BJ,Tea,16oz Jasmine Pearls,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,5,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
7B4L5VW3PSN24JYLGSDG25TT,Tea,16oz (GREEN TEA!!!!!) Passion Fruit Dream,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,4.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
WGNKHXGAUVWYKM46WUL7AS5A,Tea,16oz Moroccan Mint Meritage,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,4.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
24QF7KK3F3SLMQGBQ4R2JWCU,Tea,16oz Wild Rose Honeybush Chamomile,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,4.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
CASF26FORJARPJ4VL54Q5XNB,Tea,16oz Mallorca Melon,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,4.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
F2SW3DTUF33OYHFAPICZONVF,Tea,16oz Earl Grey,,,Drinks,Drinks,,,,,visible,Prepared food and beverage,,,,,,,,4.75,,N,,,,N,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
